1,"9999",100,"群組使用者維護作業(1)","99999000","p_groupuser|C_widget|690,500|AEDFP","1",1,"","1"
1,"9999",10,"類別名稱主檔維護","99991000","p_kindm|C_WindowWidget|550,250|AEDP","1",1,"''","1"
1,"9999",20,"類別資料維護","99992000","p_kindd|C_widget|750,250|AEDFp","1",1,"''","1"
1,"9999",30,"使用者基本資料維護作業","99993000","p_userm|C_widget|800,420|AEDFP","1",1,"''","1"
1,"9999",40,"模組資料維護","99994000","p_modulem|C_widget|840,380|AED","1",1,"''","1"
1,"9999",50,"選單資料維護","99995000","p_program|C_widget|800,380|AEDP","1",1,"''","1"
1,"9999",60,"群組使用者維護作業","99996000","p_groupuser|C_widget|690,500|AEDFP","1",1,"''","1"
1,"9999",70,"使用者權限作業","99997000","p_userlimited|C_widget|830,380|AEDFP","1",1,"''","1"
